,0
c++,0.434054886419714
computer,0.0
css,0.434054886419714
django,0.217027443209857
flask,0.217027443209857
git,0.217027443209857
github,0.217027443209857
html,0.217027443209857
javascript,0.1871565200414291
machine learning,0.217027443209857
mysql,0.1871565200414291
opencv,0.0
php,0.1871565200414291
python,0.434054886419714
python developer,0.0
researcher,0.0
robotic,0.0
rust,0.217027443209857
tensorflow,0.0
vue,0.0
